Cape Fear,23.165
Richard Jewell,23.612
American Sniper,91.698
Doctor Strange,98.319
Shane,21.556
District 9,45.403
The Secret of NIMH,31.016
The Bourne Ultimatum,67.354
Duel,27.146
PAW Patrol: The Movie,130.803
Turning Red,152.345
Miracles from Heaven,55.04
Joyeux Noel,23.046
Rushmore,26.605
The Godfather Part III,73.305
The Sea Beast,65.283
The Hunger Games: Catching Fire,196.18
Frida,20.174
Erin Brockovich,28.227
The Equalizer 3,573.141
Dungeons & Dragons: Honor Among Thieves,143.276
John Wick,75.559
One Day,42.676
The Last King of Scotland,24.63
The Raid,30.338
Enter the Dragon,46.377
Contact,32.537
The Hating Game,24.194
Pain and Glory,25.353
Greyhound,62.845
The Lego Movie,51.652
The Life of David Gale,26.354
The Right Stuff,29.171
Clerks,25.054
Mission: Impossible - Fallout,107.584
Big Fish & Begonia,22.103
Frances Ha,22.088
Justice League: Doom,31.228
Scream,66.52
Slumberland,30.727
Kung Fu Hustle,85.334
Creed,72.76
Trinity Is Still My Name,21.587
Star Wars: Episode III - Revenge of the Sith,53.045
Being John Malkovich,32.141
A Boy Called Christmas,46.535
Jungle Cruise,62.25
"Crouching Tiger, Hidden Dragon",31.954
Saw X,509.974
On the Basis of Sex,21.639
The Secret of Kells,21.346
Y Tu Mamá También,30.575
Jin-Roh: The Wolf Brigade,24.306
Saw,102.725
The Florida Project,22.341
Secretariat,28.934
Enemy at the Gates,37.473
When Harry Met Sally...,28.273
First They Killed My Father,21.634
The Legend of Drunken Master,27.019
Naruto Shippuden the Movie,57.731
True Grit,25.571
American Psycho,63.207
Palm Trees in the Snow,22.98
The Secret Garden,29.424
Burning,36.67
Decision to Leave,64.005
Selma,21.042
Tarzan,92.155
Inside Man,32.215
No Time to Die,96.2
No Time to Die,96.2
Bubble,28.199
I Want You,57.22
Hamlet,20.237
Waves,26.097
Only the Brave,37.624
High Plains Drifter,33.765
The Way of the Dragon,41.747
Eraserhead,21.512
"Ruby Gillman, Teenage Kraken",182.232
Monster Pets: A Hotel Transylvania Short,34.488
A Quiet Place,54.293
Mudbound,24.941
Life of Pi,52.225
As Good as It Gets,30.452
Bāhubali 2: The Conclusion,47.009
Grease,55.574
Through My Window,85.134
Lost in Translation,36.324
La Belle Époque,26.017
Moonlight,30.558
The Fly,48.59
The Last of the Mohicans,40.398
Sicario,65.596
Stuck in Love,21.877
The Hunt for Red October,44.337
The In Between,49.946
Taken,74.679
The Devil Wears Prada,81.037
Black Panther,86.107
The Basketball Diaries,28.193
Okja,38.298
August Rush,35.291
Pelé: Birth of a Legend,23.539
EverAfter,31.579
Mad Max 2,44.841
Scooby-Doo! and the Witch's Ghost,45.654
Kelly's Heroes,29.746
Legends of the Fall,40.07
The Fighter,28.512
Red River,21.749
A Time to Kill,38.346
Office Space,32.258
Blow-Up,26.455
Interview with the Vampire,47.126
Wait Until Dark,23.318
Beetlejuice,53.158
An American Werewolf in London,58.649
Cherry,34.827
Status Update,25.64
Glengarry Glen Ross,21.071
Asterix & Obelix: Mission Cleopatra,36.991
Chemical Hearts,31.682
Descendants 2,52.52
The Great Gatsby,59.375
Falling Down,39.417
If I Stay,39.878
Law Abiding Citizen,54.292
American Me,20.734
Rudy,26.526
Serenity,32.744
Barbie and the Diamond Castle,27.399
Black Hawk Down,55.756
El Dorado,29.152
Scooby-Doo! and the Loch Ness Monster,96.586
My Girl,30.125
Minari,29.369
Last Night in Soho,35.712
Teen Titans: The Judas Contract,20.424
Tucker and Dale vs. Evil,24.251
Blow,23.541
Jacob's Ladder,29.884
Moxie,23.113
Fruitvale Station,83.22
God's Crooked Lines,20.086
The Impossible,45.986
The Wicker Man,24.615
The Muppet Christmas Carol,34.397
Minions: The Rise of Gru,168.587
Southpaw,71.245
The Girl with the Dragon Tattoo,210.922
The Social Network,50.018
Rudolph the Red-Nosed Reindeer,35.3
The Zookeeper's Wife,21.931
Interstate 60,27.308
Zulu,23.072
My Sister's Keeper,29.328
Battle for Sevastopol,25.141
Rise of the Guardians,75.665
Eastern Promises,33.335
Ghostland,31.609
Close Encounters of the Third Kind,28.67
Only Yesterday,23.484
Jackie Brown,32.329
Operation Condor,34.852
The Little Mermaid,107.824
Road to Perdition,33.527
Vivo,40.202
20th Century Women,24.069
Now Is Good,20.648
Romeo and Juliet,30.586
Twin Peaks: Fire Walk with Me,29.204
Fantasia,35.57
Judas and the Black Messiah,21.771
Saving Mr. Banks,21.682
Drunken Master,30.248
Lolita,38.087
Patema Inverted,21.674
The Time Machine,26.476
Dog,52.06
Extraction,67.211
Darkest Hour,33.811
Ice Age,104.375
The Big Short,43.151
Perfume: The Story of a Murderer,54.707
Match Point,24.528
Goldfinger,45.355
Pirates of the Caribbean: Dead Man's Chest,114.357
The Big Sick,22.29
A Dog's Way Home,37.859
Possession,23.136
The Abyss,35.52
The Butler,21.325
Dirty Dancing,33.489
Spider-Man: Homecoming,122.603
Now You See Me,68.358
Red Dog,26.896
Blood and Bone,43.239
Undisputed II: Last Man Standing,41.946
Mutiny on the Bounty,24.146
Papillon,38.917
The Hobbit: An Unexpected Journey,92.223
Dead Man Walking,27.333
Minority Report,33.834
Teen Titans Go! To the Movies,27.815
Sonic the Hedgehog,114.481
Trolls World Tour,132.219
Les Misérables,32.08
21 Grams,22.942
Split,76.881
Love and Monsters,37.364
Palm Springs,22.932
Dragon Ball: The Path to Power,35.441
Miracle on 34th Street,43.762
25th Hour,20.823
"The Simpsons: The Good, the Bart, and the Loki",42.28
Harriet,30.339
Watchmen,56.339
Hunger,28.463
One Piece Film Red,137.569
Fantastic Beasts and Where to Find Them,91.549
Wreck-It Ralph,78.468
End of Watch,21.72
Martyrs,43.04
The Terminal,40.763
Run,54.016
The Wailing,22.605
Batman: Assault on Arkham,34.289
Rocketman,30.989
Star Trek Into Darkness,61.778
Days of Being Wild,25.184
Dark City,37.382
Gonjiam: Haunted Asylum,29.322
The Physician,29.804
Monty Python's The Meaning of Life,27.803
The Twelve Tasks of Asterix,21.004
"O Brother, Where Art Thou?",36.831
A Nightmare on Elm Street,43.393
John Wick: Chapter 2,118.38
Ghost Dog: The Way of the Samurai,23.365
Christopher Robin,31.438
Maleficent: Mistress of Evil,72.573
Scooby-Doo! and the Cyber Chase,23.815
Run Lola Run,25.287
Gangs of New York,35.83
Nosferatu the Vampyre,21.982
The Hundred-Foot Journey,20.896
Brothers,49.109
The Bourne Supremacy,50.47
Pearl,53.33
DC League of Super-Pets,67.844
Mune: Guardian of the Moon,27.013
Woman in Gold,21.928
The Kite Runner,22.384
Hocus Pocus 2,89.677
Berserk: The Golden Age Arc II - The Battle for Doldrey,44.168
Pay It Forward,31.128
Stand by Me Doraemon,71.464
The Hangover,106.833
Deliverance,27.946
Teenage Mutant Ninja Turtles: Mutant Mayhem,307.152
Naruto Shippuden the Movie: Blood Prison,38.571
Pearl,53.33
"Good Morning, Vietnam",25.939
The Fundamentals of Caring,23.932
The Hobbit: The Battle of the Five Armies,124.293
Frost/Nixon,21.571
The Guns of Navarone,34.642
Mia and the White Lion,28.385
Dawn of the Planet of the Apes,146.874
The Piano Teacher,20.75
The Evil Dead,44.947
To Catch a Thief,26.057
War Horse,29.366
Ghost in the Shell 2: Innocence,22.527
Meet Joe Black,64.975
5 Centimeters per Second,31.323
The Duellists,24.549
Adventures in Babysitting,29.494
Stalingrad,21.572
Love at First Sight,67.616
Hell or High Water,25.815
The Judge,74.368
13 Assassins,21.307
Justice League: Crisis on Two Earths,26.667
Phantom Thread,23.16
True Grit,24.931
True Grit,24.931
Gone Baby Gone,20.568
Tunnel,28.836
Three Days of the Condor,20.665
"Merry Christmas, Mr. Lawrence",20.055
Enola Holmes,32.005
Patch Adams,33.865
Source Code,36.14
Heathers,21.272
Hair,22.781
That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond,93.969
Indiana Jones and the Temple of Doom,57.473
The Last Kingdom: Seven Kings Must Die,81.714
Phineas and Ferb: The Movie: Candace Against the Universe,23.871
Pitch Perfect,33.496
RoboCop,48.855
Bridge to Terabithia,59.729
The Wonderful Story of Henry Sugar,44.038
Rise of the Planet of the Apes,101.0
Star Trek: First Contact,33.292
The Devil's Backbone,20.404
Black Widow,102.729
The Conjuring 2,93.458
Balto,27.118
The Aristocats,58.578
Dracula,25.213
Lord of War,123.073
Airplane!,38.658
Z-O-M-B-I-E-S,36.507
Freeheld,21.598
The Texas Chain Saw Massacre,44.367
Jeremiah Johnson,29.802
The Illusionist,26.86
Videodrome,23.717
Star Wars: The Force Awakens,64.136
Robin Hood,47.894
An American Crime,21.434
Little Women,31.402
They Live,37.848
#Alive,38.409
Fist of Fury,36.161
Total Recall,55.151
Lethal Weapon,36.269
A Christmas Story,24.983
Mavka: The Forest Song,298.215
Battle Royale,28.532
Spider-Man,104.022
Colonia,25.161
Batman: Year One,36.753
She Said,31.457
In the House,25.867
Hereditary,67.39
The Party,26.874
Justice League vs. Teen Titans,28.191
Fracture,29.793
Argo,37.442
(500) Days of Summer,47.148
The Jungle Book,72.165
Avengers: Age of Ultron,119.33
Marshall,30.877
Clueless,50.821
Lady Bird,51.797
13 Hours: The Secret Soldiers of Benghazi,74.809
Crossroads,24.675
Frozen II,122.451
Evangelion: 3.0 You Can (Not) Redo,32.837
Moneyball,26.688
A Monster Calls,27.985
Lagaan: Once Upon a Time in India,21.401
House of Flying Daggers,20.347
Labyrinth,40.068
Blazing Saddles,30.753
West Side Story,24.863
Infernal Affairs II,29.394
The Phantom of the Opera,34.101
Leaving Las Vegas,27.715
Notting Hill,41.39
Berserk: The Golden Age Arc I - The Egg of the King,44.193
Zombieland,51.479
Of Mice and Men,25.852
Stardust,38.464
Cape Fear,29.955
Rocky II,45.355
Army of Darkness,37.412
Spider-Man 2,30.993
Ip Man 4: The Finale,29.334
The Equalizer,159.655
"Crazy, Stupid, Love.",60.954
Forbidden Planet,28.764
Tinker Bell and the Legend of the NeverBeast,60.755
Race,21.466
"South Park: Bigger, Longer & Uncut",42.915
Die Hard: With a Vengeance,51.7
The Stranger,22.564
The Hurt Locker,29.769
Brother Bear,67.645
Spirit Untamed,39.198
The Prince of Egypt,56.828
The Sword in the Stone,52.9
Shrek 2,122.552
The Boondock Saints,22.803
Escape from Pretoria,29.798
Barbie and the Three Musketeers,31.963
CJ7,45.211
The Boat That Rocked,28.505
"To Wong Foo, Thanks for Everything! Julie Newmar",21.5
The Hunger Games: The Ballad of Songbirds & Snakes,595.362
"Everything, Everything",29.832
Evil,43.942
A Walk in the Clouds,29.032
The Shape of Water,48.203
My Little Pony: The Movie,27.682
Kung Fu Panda,87.15
Pleasantville,21.577
The Many Adventures of Winnie the Pooh,35.889
Frozen,150.453
The Road to El Dorado,54.278
Pirates of the Caribbean: At World's End,103.009
It,80.336
The Last Song,24.218
The Naked Gun: From the Files of Police Squad!,46.848
Coherence,29.862
Dragon Ball Z: Wrath of the Dragon,71.942
My Name Is Nobody,23.288
"Planes, Trains and Automobiles",41.526
Collateral Beauty,31.787
The Vow,42.196
The Greatest Game Ever Played,22.084
Last Christmas,39.038
Shutter,29.048
Wonder Woman,84.822
Furious 7,107.101
Dolores Claiborne,25.344
Bicentennial Man,38.487
Official Secrets,20.478
Children Who Chase Lost Voices,28.687
The Wandering Earth II,149.717
Every Day,29.054
Superbad,72.014
The Orphanage,24.128
Nomadland,26.622
Barbie as the Island Princess,28.951
Over the Moon,41.091
Skyfall,64.055
The Gods Must Be Crazy,27.461
Despicable Me,98.43
Naruto the Movie: Ninja Clash in the Land of Snow,30.503
Irreversible,67.251
Lady and the Tramp,38.795
Jane Eyre,28.57
A Bridge Too Far,31.304
The Aviator,33.843
Crash,33.405
Resort to Love,25.717
The Kissing Booth,77.693
Ophelia,26.086
Fullmetal Alchemist the Movie: Conqueror of Shamballa,20.438
North Country,24.74
Bridge of Spies,27.587
Fear Street: 1978,43.557
In the Heights,24.753
The Lego Batman Movie,63.098
Naruto Shippuden the Movie: The Will of Fire,36.147
Frequency,23.464
The Ten Commandments: The Movie,33.806
Monster,32.002
Alita: Battle Angel,79.724
Ferdinand,56.243
Marvel One-Shot: Agent Carter,20.496
Peter Pan,63.744
National Lampoon's Christmas Vacation,92.366
The Outsiders,26.701
Dragon Ball Z: Broly – The Legendary Super Saiyan,69.583
Man Bites Dog,20.304
Fear and Loathing in Las Vegas,30.619
2046,23.272
Father Stu,29.658
The Devil All the Time,32.529
One Piece Film: GOLD,26.379
Batman,56.755
To the Bone,25.91
I Am Dragon,25.92
Collateral,42.86
Life Itself,25.147
Marathon Man,21.987
Tootsie,23.459
The Guardians of the Galaxy Holiday Special,55.757
Barbie in A Mermaid Tale,35.937
"Lyle, Lyle, Crocodile",68.518
Marrowbone,24.404
Clue,34.401
Professor Marston and the Wonder Women,21.831
Fast X,749.903
Cleveland Abduction,28.875
Steel Magnolias,35.744
Django,22.613
Devotion,49.755
As the Gods Will,28.778
Secret of the Wings,67.288
Ghost,45.767
28 Days Later,48.53
Clifford the Big Red Dog,63.072
The Intern,56.14
Good Time,34.955
Sherlock Holmes,58.078
3:10 to Yuma,21.6
Broker,30.341
A Cinderella Story: If the Shoe Fits,35.369
Ralph Breaks the Internet,76.644
The Town,67.208
Project A,21.604
Big Trouble in Little China,30.824
Trading Places,43.653
The Princess and the Frog,106.265
A Fish Called Wanda,32.101
The NeverEnding Story,31.311
Marley & Me,36.21
I Am Legend,76.171
Les Misérables,20.311
The Dreamers,39.433
After We Collided,127.15
Invasion of the Body Snatchers,36.09
White Christmas,28.587
The Goldfinch,24.317
The Hunger Games,131.184
Little Manhattan,22.264
The Lincoln Lawyer,23.933
La Bamba,33.123
Sweeney Todd: The Demon Barber of Fleet Street,40.999
Thank You for Smoking,20.955
Talk to Me,338.907
Mean Girls,85.265
Mission: Impossible - Rogue Nation,73.643
Funny Girl,21.026
What Dreams May Come,38.706
"Lust, Caution",38.378
K-PAX,21.298
Downton Abbey: A New Era,23.102
The Menu,65.01
P.S. I Love You,24.726
Mirai,26.712
Invictus,29.675
Blade Runner: Black Out 2022,21.346
Barbie,484.841
The Animatrix,25.065
Wonder Woman,21.137
Midnight Run,21.473
Dragons: Dawn of the Dragon Racers,28.956
Burlesque,35.313
Doubt,20.146
Open Range,22.513
Mrs. Doubtfire,46.814
Kingdom: Ashin of the North,42.752
Men in Black,58.7
Nappily Ever After,21.624
Limitless,44.215
Alice in Wonderland,70.241
[REC],24.016
Tenet,71.751
Aloha Scooby-Doo!,25.668
Beverly Hills Cop,34.883
Identity,34.181
Partysaurus Rex,30.606
Superman/Batman: Apocalypse,26.515
The Bucket List,27.268
Superman: Red Son,24.02
Creed III,163.734
Sully,46.085
Peter Pan,45.62
The Karate Kid,59.262
Babel,26.586
Ballerina,44.011
Reign Over Me,20.12
Felon,23.608
Kiss Kiss Bang Bang,21.426
The Talented Mr. Ripley,26.733
Barbie: A Fashion Fairytale,27.448
Dracula,26.34
M3GAN,137.925
The Man Who Knew Infinity,31.059
Eddie the Eagle,32.796
The Secret Life of Walter Mitty,48.371
Cadillac Records,20.482
300,55.625
Wall Street,34.497
The Choice,23.914
The Maze Runner,173.001
Hugo,44.625
Nowhere Boy,23.282
Pat Garrett & Billy the Kid,24.332
A League of Their Own,34.716
Elizabeth,21.947
Star Trek IV: The Voyage Home,29.497
The English Patient,29.292
The Edge of Seventeen,40.956
One Hundred and One Dalmatians,55.463
The Parent Trap,70.415
Black Panther: Wakanda Forever,215.291
What Happened to Monday,41.661
The Patriot,52.086
Uri: The Surgical Strike,288.743
Black Panther: Wakanda Forever,215.291
50/50,31.563
Naruto Shippuden the Movie: Bonds,34.236
Pom Poko,32.792
Mask,23.54
Seven Years in Tibet,44.217
Sleepy Hollow,41.959
A History of Violence,32.187
Batman vs. Robin,22.187
Belle,20.049
Crimson Tide,36.041
The Cat Returns,34.585
Bound,27.109
Radio,31.366
War for the Planet of the Apes,109.705
42,43.228
Big,45.125
The Last Voyage of the Demeter,191.678
The Darjeeling Limited,27.604
Marnie,24.229
The Professor and the Madman,30.162
Gravity,38.255
The Cutting Edge,23.657
Midsommar,61.419
Warriors of Future,50.767
Doctor Sleep,35.013
The Healer,25.306
Batman: Hush,21.141
Petite Maman,26.879
Max,30.603
Once Upon a Time in China,33.712
Tora! Tora! Tora!,21.668
The Creator,1622.502
Fear Street: 1666,33.219
The Master,27.745
The Last Voyage of the Demeter,191.678
The King,31.721
The House That Jack Built,24.985
3:10 to Yuma,24.295
TÁR,37.725
The Transformers: The Movie,22.521
Poltergeist,30.889
Midway,47.645
Fathers and Daughters,40.19
Friday,35.932
The Creator,1622.502
Matilda,59.348
Stepmom,29.02
Pale Rider,34.312
Out of Africa,21.377
The Christmas Chronicles,73.952
Barbie and the Magic of Pegasus,35.91
TÁR,37.725
Casualties of War,24.525
The Upside,34.611
Secondhand Lions,27.149
Straw Dogs,25.491
The Big Boss,27.869
Murder on the Orient Express,27.769
Greenland,70.186
The Last Castle,26.234
Uncut Gems,47.946
Munich,25.586
Batman vs Teenage Mutant Ninja Turtles,31.642
Two Brothers,25.432
The Ballad of Buster Scruggs,39.225
Tangled Ever After,49.507
Lolita,58.547
Across the Universe,21.98
Downton Abbey,31.23
Riley's First Date?,63.514
New Police Story,34.483
Scream VI,183.313
Vicky and Her Mystery,21.927
Once Upon a Deadpool,30.071
Barbie: The Princess & The Popstar,30.139
Bad Boys for Life,66.999
Vacation Friends,59.018
Pooh's Grand Adventure: The Search for Christopher Robin,24.359
The Return of the Living Dead,32.016
The Enforcer,45.4
Point Break,35.032
The Haunting,28.277
High Fidelity,21.583
After,149.746
Magnum Force,46.445
Unbreakable,47.611
Bullitt,25.983
Bones and All,36.032
Punch-Drunk Love,27.884
Death on the Nile,30.083
The Three Musketeers: D'Artagnan,56.615
Mary and The Witch's Flower,39.552
Anomalisa,29.526
Where the Heart Is,22.016
Master and Commander: The Far Side of the World,39.749
The Proposal,73.308
The Fox and the Hound,54.368
We Were Soldiers,38.496
Don't Look Up,52.112
F9,75.114
Silver Linings Playbook,51.94
Sherlock Holmes: A Game of Shadows,47.881
Final Fantasy VII: Advent Children,22.729
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",186.565
Mamma Mia! Here We Go Again,25.332
The Siege of Jadotville,20.668
8 Mile,38.412
Angel Heart,26.408
The Invisible Man,31.018
Stargate: The Ark of Truth,25.435
Jason and the Argonauts,30.284
The Taming of the Scoundrel,20.654
The Guardian,45.673
The Outfit,39.531
Justice League: Gods and Monsters,20.805
The Lucky One,32.502
The Visitors,20.973
Metropolis,23.968
The Exorcism of God,64.658
The Lion King,117.453
Speed,52.143
United 93,33.625
Silence,30.54
Kick-Ass,49.225
Quills,22.067
Superman,50.176
Snow White and the Seven Dwarfs,72.349
Heidi,23.261
Descendants,48.454
Chef,26.869
The Last Unicorn,21.36
The Tale,21.769
Mummies,71.109
Belfast,25.998
The Land Before Time,31.93
The Dark Crystal,26.482
National Lampoon's Vacation,84.992
Ruby Sparks,27.511
John Q,35.535
Chicago,26.075
Groot Takes a Bath,25.967
The Doors,27.691
Who Am I?,27.272
Notes on a Scandal,21.343
Aladdin,69.168
The Founder,42.332
The Disaster Artist,29.995
Before the Devil Knows You're Dead,23.393
Space Sweepers,32.607
The Nice Guys,42.588
A Ghost Story,22.834
Lords of Dogtown,25.166
Field of Dreams,30.356
Maze Runner: The Death Cure,86.589
I Confess,21.985
Gia,40.091
The Rock,49.822
Love Actually,44.184
Don't Breathe 2,53.327
Boyka: Undisputed IV,80.513
Whatever Works,20.526
The Half of It,20.611
The Muppet Movie,24.67
The Hunchback of Notre Dame,70.709
The Pope's Exorcist,132.821
Last Holiday,25.346
Climax,20.489
Shin Godzilla,61.793
St. Vincent,33.474
Remember Me,34.471
Lady and the Tramp,55.844
This Boy's Life,24.996
The Angry Birds Movie 2,48.375
The Producers,20.377
Pinocchio,66.27
Little Children,32.733
The Life Aquatic with Steve Zissou,25.204
After We Fell,129.314
Medieval,61.391
Snowden,23.646
The School for Good and Evil,74.19
Paterson,24.219
Strange Magic,21.625
The Protector,39.748
No Hard Feelings,174.475
The King's Daughter,22.658
Dogtooth,27.196
Bitter Moon,36.601
Dirty Rotten Scoundrels,24.556
Shooter,74.625
Honey Boy,24.655
Anthropoid,21.489
Mean Streets,22.014
With Every Heartbeat,86.353
22 July,20.063
Toc Toc,27.062
The Nightingale,20.984
Scoob!,47.121
The Magnificent One,23.621
Terms of Endearment,34.282
Dope,24.482
Ong-Bak,33.906
The Northman,76.01
A Tale of Two Sisters,36.418
First Cow,20.367
Gremlins,47.223
The Poseidon Adventure,28.96
Maleficent,76.477
Finding Forrester,21.106
The Man from U.N.C.L.E.,45.283
Batman: Death in the Family,22.636
Suicide Squad: Hell to Pay,30.705
Sideways,23.219
Secret Magic Control Agency,22.485
Blue Is the Warmest Color,48.119
Elephant,25.499
The Virgin Suicides,26.356
La Femme Nikita,21.168
Concussion,30.629
Shaolin Soccer,64.695
Top Secret!,27.131
Ant-Man,80.476
The French Dispatch,34.229
The Willoughbys,23.239
Stargate: Continuum,30.892
Witness,35.737
The Holiday,40.622
The Keeper of Lost Causes,20.261
Thirst,20.178
Quo Vadis,27.475
Rocky IV,53.151
127 Hours,30.501
The Lovely Bones,107.114
Crazy Rich Asians,37.083
The Next Three Days,27.926
Hoosiers,21.641
Mortal Kombat,52.56
Mission: Impossible - Ghost Protocol,79.703
School of Rock,44.121
From Russia with Love,46.91
The Space Between Us,21.003
Mickey's Once Upon a Christmas,30.605
Miss Violence,26.097
Le Gendarme de Saint-Tropez,20.049
Constantine,76.382
Paddington,31.172
The Girl Who Kicked the Hornet's Nest,29.184
The Negotiator,36.859
WarGames,31.342
Easy Rider,24.723
Lorenzo's Oil,22.151
Contempt,20.405
The Wolf Man,21.479
The Accountant,37.3
365 Days,27.572
Ready or Not,49.706
Cross of Iron,26.481
Galaxy Quest,27.005
Natural Born Killers,33.973
Sharper,35.052
Superman/Shazam!: The Return of Black Adam,24.514
Raw,44.638
True Lies,45.299
Wallace & Gromit: The Curse of the Were-Rabbit,37.782
I See You,28.111
Cleopatra,33.074
Escape from New York,26.418
Dragons: Gift of the Night Fury,21.495
Dragon Ball Z: Bojack Unbound,46.811
Ammonite,24.19
Never Back Down: No Surrender,60.149
Naruto the Movie: Guardians of the Crescent Moon Kingdom,31.364
The Lost Boys,28.71
The Medium,30.241
The Adam Project,46.417
Hocus Pocus,58.8
"20,000 Leagues Under the Sea",29.501
Glass Onion: A Knives Out Mystery,149.392
Miracle,28.589
Say Anything...,21.165
Traffic,22.863
Holidate,41.224
A Princess for Christmas,20.663
One Piece: The Movie,33.991
Malcolm & Marie,27.913
Booksmart,39.515
Barbie in A Christmas Carol,38.654
The Assassination of Jesse James by the Coward Robert Ford,34.087
Dawn of the Dead,47.676
Spirited,50.197
Lawless,28.403
The Great Mouse Detective,42.386
Juno,36.845
Ring,23.876
Top Gun,63.805
First Man,40.138
The Darkest Minds,81.653
Tokyo Ghoul,29.856
Patriots Day,33.916
Soul Surfer,34.88
Howards End,23.87
Raising Arizona,20.046
Vice,26.984
How the West Was Won,35.895
Raising Arizona,20.046
Finding Dory,58.437
Pokémon the Movie: I Choose You!,44.084
Nerve,41.993
Love & Other Drugs,75.344
Cinderella,87.122
The Birdcage,24.71
Charlie and the Chocolate Factory,121.329
Love Don't Co$t a Thing,34.799
A.I. Artificial Intelligence,35.416
The Matrix Reloaded,60.32
Starship Troopers,43.792
A Fall from Grace,25.502
Emma.,39.308
The Courier,26.367
The Lobster,33.074
Son of Batman,28.297
Paprika,38.033
Jesus Christ Superstar,24.844
Lightyear,80.149
After Everything,284.739
Prey for the Devil,81.528
The House,45.143
22 vs. Earth,37.34
The Addams Family,53.802
Inland Empire,21.983
Ghosted,145.022
Fright Night,36.349
Equilibrium,32.94
The Thirteenth Floor,28.935
Hidden Strike,112.597
Eye in the Sky,22.077
Legend,45.605
Monsters University,81.053
Gridiron Gang,30.064
The High Note,26.668
West Side Story,34.5
American Graffiti,27.647
Om Shanti Om,22.585
Shazam!,72.197
Planet Hulk,26.578
The Rainmaker,23.309
Werewolf by Night,58.444
A River Runs Through It,22.851
Boy Erased,22.211
Batman: Bad Blood,25.491
Body Heat,31.318
Ladyhawke,23.175
Armour of God,38.029
The Towering Inferno,24.46
Tom Clancy's Without Remorse,37.672
The Changeling,22.812
Creed II,70.033
Pump Up the Volume,61.062
Justice League: Throne of Atlantis,67.323
Wild,21.747
Phineas and Ferb: The Movie: Across the 2nd Dimension,27.67
Willow,29.712
The Accused,22.2
Rush Hour,41.903
Whitney Houston: I Wanna Dance with Somebody,23.348
Toy Story That Time Forgot,38.349
Bloodsport,45.144
Fresh,51.41
Face/Off,36.702
The Forever Purge,72.21
"Extremely Wicked, Shockingly Evil and Vile",23.776
The Killing of a Sacred Deer,33.379
From Dusk Till Dawn,42.667
The King of Staten Island,25.526
Timecrimes,23.618
AINBO: Spirit of the Amazon,33.441
Brave,84.067
Barbie as Rapunzel,30.767
Mickey's Twice Upon a Christmas,47.467
Police Story 2,26.333
Star Trek VI: The Undiscovered Country,27.024
The Princess Switch,34.861
Hawaiian Vacation,48.011
Enemy of the State,33.132
An Officer and a Gentleman,32.362
Don't Breathe,43.469
Scooby-Doo! Return to Zombie Island,24.525
First Reformed,20.854
Ip Man 3,30.049
The Trouble with Harry,22.753
The Addams Family 2,54.351
Resistance,24.973
The Death of Stalin,24.275
Rounders,22.701
Bambi,66.096
Fear of Rain,27.326
Naruto Shippuden the Movie: The Lost Tower,30.504
Starstruck,27.871
Lethal Weapon 2,33.304
Groot's First Steps,25.275
If Only,35.305
Licorice Pizza,35.434
Shaun the Sheep Movie,22.073
Chip 'n Dale: Rescue Rangers,54.972
Orphan,50.714
The SpongeBob SquarePants Movie,69.455
Last Tango in Paris,24.285
Hotel Transylvania: Transformania,141.947
Robin-B-Hood,29.871
The Girl Who Played with Fire,32.844
The Parent Trap,28.853
Eight Below,28.517
The Simpsons Movie,68.541
To Catch a Killer,54.831
The Post,37.183
Blue Jasmine,21.806
My Neighbors the Yamadas,27.784
Dumbo,80.097
Animal House,34.712
Fantasia 2000,36.305
The Lover,39.946
Nightmare Alley,34.048
Born on the Fourth of July,30.284
The Lake House,26.533
Dr. No,44.464
A Beautiful Day in the Neighborhood,29.733
Captain America: The First Avenger,66.911
Black Adam,213.569
Funny Face,25.188
Capote,20.893
Strange Days,20.918
Saw,54.089
Plane,102.687
Cool Runnings,27.213
Love Hard,24.137
Uncharted,125.444
Zero Dark Thirty,23.191
A Goofy Movie,37.4
Barbie of Swan Lake,36.308
The Gods Must Be Crazy II,20.358
Tolkien,23.247
Ocean's Eight,68.316
Stronger,23.047
The Host,32.799
The Platform,30.706
Real Steel,85.494
Letters to Juliet,34.198
Trick 'r Treat,40.956
"It's a Mad, Mad, Mad, Mad World",34.692
Atlantis: The Lost Empire,45.086
Dance of the Vampires,23.804
Stomp the Yard,20.927
The Gray Man,67.687
The Tragedy of Macbeth,28.238
10 Cloverfield Lane,40.025
The Dressmaker,27.857
The Way Back,21.029
Disobedience,51.298
Fish Tank,21.418
Invincible,30.014
Journey to the Center of the Earth,29.106
Stargate,39.424
Ballerina,147.038
"Good Luck to You, Leo Grande",29.586
Ruby Red,21.425
Labor Day,25.476
News of the World,24.684
The Walk,24.128
mother!,53.963
The Italian Job,29.719
Moby Dick,23.762
Deathstroke: Knights & Dragons - The Movie,31.752
ParaNorman,41.487
In the Line of Fire,28.542
Us,38.289
The Age of Innocence,22.414
Evil Dead Rise,133.0
Kung Fu Panda 2,66.143
Cashback,22.256
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,48.379
Revolutionary Road,33.028
The Foreigner,53.872
Dangerous Minds,22.991
Before I Fall,26.54
The Odd Life of Timothy Green,21.339
